status,year,authors,title,subfield,journal_canonical,journal_tier,in_paper,paper_filename,in_zotero,zotero_key,zotero_collection,norm_key
paper_only,2021,"Honigsberg, Jacob",Deleting Misconduct The Expungement of Brokercheck Records,fraud_enforcement,Journal of Financial Economics,top_fin,True,"2021 - Honigsberg, Jacob - Journal of Financial Economics - Deleting Misconduct The Expungement of Brokercheck Records.pdf",False,,,2021::deleting misconduct the expungement of brokercheck records
paper_only,2021,"Hope, Li, Lin, Rabier",Happy Analysts,analysts,Accounting Organizations and Society,top_acct,True,"2021 - Hope, Li, Lin, Rabier - Accounting, Organizations and Society - Happy Analysts.pdf",False,,,2021::happy analysts
paper_only,2021,"Huang, Wang",Do Banks Price Firms' Data Breaches,banking,The Accounting Review,top_acct,True,"2021 - Huang, Wang - The Accounting Review - Do Banks Price Firms' Data Breaches.pdf",False,,,2021::do banks price firms data breaches
paper_only,2021,"Jennings, Kartapanis, Yu",Do Political Connections Induce More or Less Opportunistic Financial Reporting Evidence from Close,unknown,Contemporary Accounting Research,top_acct,True,"2021 - Jennings, Kartapanis, Yu - Contemporary Accounting Research - Do Political Connections Induce More or Less Opportunistic Financial Reporting Evidence from Close.pdf",False,,,2021::do political connections induce more or less opportunistic financial reporting evidence from close
paper_only,2021,Kepler,Private Communication Among Competitors and Public Disclosure,disclosure,Journal of Accounting and Economics,top_acct,True,2021 - Kepler - Journal of Accounting and Economics - Private Communication Among Competitors and Public Disclosure.pdf,False,,,2021::private communication among competitors and public disclosure
paper_only,2021,"Kim, Sethuraman, Steffen",The Informational Role of Investor Relations Evidence from the Debt Market,debt_capital_structure,The Accounting Review,top_acct,True,"2021 - Kim, Sethuraman, Steffen - The Accounting Review - The Informational Role of Investor Relations Evidence from the Debt Market.pdf",False,,,2021::the informational role of investor relations evidence from the debt market
paper_only,2021,"Lehmer, Lourie, Shanthikumar",Brokerage Trading Volume and Analysts’ Earnings Forecasts A Conflict of Interest,analysts,Review of Accounting Studies,top_acct,True,"2021 - Lehmer, Lourie, Shanthikumar - Review of Accounting Studies - Brokerage Trading Volume and Analysts’ Earnings Forecasts A Conflict of Interest.pdf",False,,,2021::brokerage trading volume and analysts earnings forecasts a conflict of interest
paper_only,2021,"Levine, Lin, Xie",Geographic Diversification and Banks’ Funding Costs,unknown,Management Science,top_gen,True,"2021 - Levine, Lin, Xie - Management Science - Geographic Diversification and Banks’ Funding Costs.pdf",False,,,2021::geographic diversification and banks funding costs
paper_only,2021,"Li, Strahan","Who Supplies PPP Loans (and Does It Matter) Banks, Relationships, and the COVID Crisis",debt_capital_structure,Journal of Financial and Quantitative Analysis,top_fin,True,"2021 - Li, Strahan - Journal of Financial and Quantitative Analysis - Who Supplies PPP Loans (and Does It Matter) Banks, Relationships, and the COVID Crisis.pdf",False,,,2021::who supplies ppp loans and does it matter banks relationships and the covid crisis
paper_only,2021,"Liu, Masulis, Stanfield",Why Ceo Option Compensation Can Be a Bad Option for Shareholders Evidence from Major Customer Relat,governance_comp,Journal of Financial Economics,top_fin,True,"2021 - Liu, Masulis, Stanfield - Journal of Financial Economics - Why Ceo Option Compensation Can Be a Bad Option for Shareholders Evidence from Major Customer Relat.pdf",False,,,2021::why ceo option compensation can be a bad option for shareholders evidence from major customer relat
paper_only,2021,Mezzanotti,Roadblock to Innovation The Role of Patent Litigation in Corporate R&D,innovation_rd,Management Science,top_gen,True,2021 - Mezzanotti - Management Science - Roadblock to Innovation The Role of Patent Litigation in Corporate R&D.pdf,False,,,2021::roadblock to innovation the role of patent litigation in corporate r d
paper_only,2021,"Michalopoulos, Xue",Folklore,unknown,Quarterly Journal of Economics,top_gen,True,"2021 - Michalopoulos, Xue - The Quarterly Journal of Economics - Folklore.pdf",False,,,2021::folklore
paper_only,2021,"Pawliczek, Skinner, Wellman",A New Take on Voice,unknown,Review of Accounting Studies,top_acct,True,"2021 - Pawliczek, Skinner, Wellman - Review of Accounting Studies - A New Take on Voice.pdf",False,,,2021::a new take on voice
paper_only,2021,"Rhodes, Russomanno",Executive Accountants and the Reliability of Financial Reporting,unknown,Management Science,top_gen,True,"2021 - Rhodes, Russomanno - Management Science - Executive Accountants and the Reliability of Financial Reporting.pdf",False,,,2021::executive accountants and the reliability of financial reporting
paper_only,2021,Silvers,Does Regulatory Cooperation Help Integrate Equity Markets,regulation_law,Journal of Financial Economics,top_fin,True,2021 - Silvers - Journal of Financial Economics - Does Regulatory Cooperation Help Integrate Equity Markets.pdf,False,,,2021::does regulatory cooperation help integrate equity markets
paper_only,2021,Weinstein,Firm Decisions and Variation across Universities in Access to High-Wage Jobs Evidence from Employer,unknown,unknown,unknown,True,2021 - Weinstein - Journal of Labor Economics - Firm Decisions and Variation across Universities in Access to High-Wage Jobs Evidence from Employer.pdf,False,,,2021::firm decisions and variation across universities in access to high wage jobs evidence from employer
paper_only,2021,Zuo,Wired and Hired Employment Effects of Subsidized Broadband Internet for Low-Income Americans,unknown,unknown,unknown,True,2021 - Zuo - American Economic Journal Economic Policy - Wired and Hired Employment Effects of Subsidized Broadband Internet for Low-Income Americans.pdf,False,,,2021::wired and hired employment effects of subsidized broadband internet for low income americans
paper_only,2020,"Acemoglu, Restrepo",Robots and Jobs Evidence from US Labor Markets,unknown,Journal of Political Economy,top_gen,True,"2020 - Acemoglu, Restrepo - Journal of Political Economy - Robots and Jobs Evidence from US Labor Markets.pdf",False,,,2020::robots and jobs evidence from us labor markets
paper_only,2020,"Albuquerque, Song, Yao",The Price Effects of Liquidity Shocks A Study of the Sec’s Tick Size Experiment,investors_capmkt,Journal of Financial Economics,top_fin,True,"2020 - Albuquerque, Song, Yao - Journal of Financial Economics - The Price Effects of Liquidity Shocks A Study of the Sec’s Tick Size Experiment.pdf",False,,,2020::the price effects of liquidity shocks a study of the sec s tick size experiment
paper_only,2020,"Atalay, Phongthiengtham, Sotelo, Tannenbaum",The Evolution of Work in the United States,unknown,unknown,unknown,True,"2020 - Atalay, Phongthiengtham, Sotelo, Tannenbaum - American Economic Journal Applied Economics - The Evolution of Work in the United States.pdf",False,,,2020::the evolution of work in the united states
paper_only,2020,"Babenko, Fedaseyeu, Zhang",Do CEOs Affect Employees' Political Choices,governance_comp,Review of Financial Studies,top_fin,True,"2020 - Babenko, Fedaseyeu, Zhang - The Review of Financial Studies - Do CEOs Affect Employees' Political Choices.pdf",False,,,2020::do ceos affect employees political choices
paper_only,2020,"Badoer, Dudley, James",Priority Spreading of Corporate Debt,debt_capital_structure,Review of Financial Studies,top_fin,True,"2020 - Badoer, Dudley, James - The Review of Financial Studies - Priority Spreading of Corporate Debt.pdf",False,,,2020::priority spreading of corporate debt
paper_only,2020,"Baghai, Becker",Reputations and Credit Ratings Evidence from Commercial Mortgage-Backed Securities,credit_ratings,Journal of Financial Economics,top_fin,True,"2020 - Baghai, Becker - Journal of Financial Economics - Reputations and Credit Ratings Evidence from Commercial Mortgage-Backed Securities.pdf",False,,,2020::reputations and credit ratings evidence from commercial mortgage backed securities
paper_only,2020,"Bergman, Iyer, Thakor",The Effect of Cash Injections Evidence from the 1980s Farm Debt Crisis,debt_capital_structure,Review of Financial Studies,top_fin,True,"2020 - Bergman, Iyer, Thakor - The Review of Financial Studies - The Effect of Cash Injections Evidence from the 1980s Farm Debt Crisis.pdf",False,,,2020::the effect of cash injections evidence from the 1980s farm debt crisis
paper_only,2020,"Berlin, Nini, Yu",Concentration of Control Rights in Leveraged Loan Syndicates,debt_capital_structure,Journal of Financial Economics,top_fin,True,"2020 - Berlin, Nini, Yu - Journal of Financial Economics - Concentration of Control Rights in Leveraged Loan Syndicates.pdf",False,,,2020::concentration of control rights in leveraged loan syndicates
paper_only,2020,"Bernard, Blackburne, Thornock",Information Flows Among Rivals and Corporate Investment,unknown,Journal of Financial Economics,top_fin,True,"2020 - Bernard, Blackburne, Thornock - Journal of Financial Economics - Information Flows Among Rivals and Corporate Investment.pdf",False,,,2020::information flows among rivals and corporate investment
paper_only,2020,"Bolandnazar, Jackson, Jiang, Mitts",Trading Against the Random Expiration of Private Information A Natural Experiment,investors_capmkt,The Journal of Finance,top_fin,True,"2020 - Bolandnazar, Jackson, Jiang, Mitts - The Journal of Finance - Trading Against the Random Expiration of Private Information A Natural Experiment.pdf",False,,,2020::trading against the random expiration of private information a natural experiment
paper_only,2020,"Bourveau, She, Žaldokas",Corporate Disclosure as a Tacit Coordination Mechanism Evidence from Cartel Enforcement Regulations,disclosure,Journal of Accounting Research,top_acct,True,"2020 - Bourveau, She, Žaldokas - Journal of Accounting Research - Corporate Disclosure as a Tacit Coordination Mechanism Evidence from Cartel Enforcement Regulations.pdf",False,,,2020::corporate disclosure as a tacit coordination mechanism evidence from cartel enforcement regulations
paper_only,2020,"Brown, Matsa",Locked in by Leverage Job Search During the Housing Crisis,debt_capital_structure,Journal of Financial Economics,top_fin,True,"2020 - Brown, Matsa - Journal of Financial Economics - Locked in by Leverage Job Search During the Housing Crisis.pdf",False,,,2020::locked in by leverage job search during the housing crisis
paper_only,2020,"Bruche, Malherbe, Meisenzahl",Pipeline Risk in Leveraged Loan Syndication,debt_capital_structure,Review of Financial Studies,top_fin,True,"2020 - Bruche, Malherbe, Meisenzahl - The Review of Financial Studies - Pipeline Risk in Leveraged Loan Syndication.pdf",False,,,2020::pipeline risk in leveraged loan syndication
paper_only,2020,"Che, Hope, Langli",How Big-4 Firms Improve Audit Quality,audit,Management Science,top_gen,True,"2020 - Che, Hope, Langli - Management Science - How Big-4 Firms Improve Audit Quality.pdf",False,,,2020::how big 4 firms improve audit quality
paper_only,2020,"Chen, Cohen, Gurun, Lou, Malloy",Iq from Ip Simplifying Search in Portfolio Choice,unknown,Journal of Financial Economics,top_fin,True,"2020 - Chen, Cohen, Gurun, Lou, Malloy - Journal of Financial Economics - Iq from Ip Simplifying Search in Portfolio Choice.pdf",False,,,2020::iq from ip simplifying search in portfolio choice
paper_only,2020,Costello,Credit Market Disruptions and Liquidity Spillover Effects in the Supply Chain,investors_capmkt,Journal of Political Economy,top_gen,True,2020 - Costello - Journal of Political Economy - Credit Market Disruptions and Liquidity Spillover Effects in the Supply Chain.pdf,False,,,2020::credit market disruptions and liquidity spillover effects in the supply chain
paper_only,2020,"Crane, Crotty",How Skilled Are Security Analysts,analysts,The Journal of Finance,top_fin,True,"2020 - Crane, Crotty - The Journal of Finance - How Skilled Are Security Analysts.pdf",False,,,2020::how skilled are security analysts
paper_only,2020,Deng,"Foreign Exchange Risk, Hedging, and Tax‐Motivated Outbound Income Shifting",tax,Journal of Accounting Research,top_acct,True,"2020 - Deng - Journal of Accounting Research - Foreign Exchange Risk, Hedging, and Tax‐Motivated Outbound Income Shifting.pdf",False,,,2020::foreign exchange risk hedging and tax motivated outbound income shifting
paper_only,2020,Dou,The Debt-Contracting Value of Accounting Numbers and Financial Covenant Renegotiation,debt_capital_structure,Management Science,top_gen,True,2020 - Dou - Management Science - The Debt-Contracting Value of Accounting Numbers and Financial Covenant Renegotiation.pdf,False,,,2020::the debt contracting value of accounting numbers and financial covenant renegotiation
paper_only,2020,Ersahin,"Creditor Rights, Technology Adoption, and Productivity Plant-Level Evidence",debt_capital_structure,Review of Financial Studies,top_fin,True,"2020 - Ersahin - The Review of Financial Studies - Creditor Rights, Technology Adoption, and Productivity Plant-Level Evidence.pdf",False,,,2020::creditor rights technology adoption and productivity plant level evidence
paper_only,2020,Espinosa,Labor Boundaries and Skills The Case of Lobbyists,regulation_law,Management Science,top_gen,True,2020 - Espinosa - Management Science - Labor Boundaries and Skills The Case of Lobbyists.pdf,False,,,2020::labor boundaries and skills the case of lobbyists
paper_only,2020,"Gao, Huang",Informing the Market The Effect of Modern Information Technologies on Information Production,unknown,Review of Financial Studies,top_fin,True,"2020 - Gao, Huang - The Review of Financial Studies - Informing the Market The Effect of Modern Information Technologies on Information Production.pdf",False,,,2020::informing the market the effect of modern information technologies on information production
paper_only,2020,"Gillette, Samuels, Zhou",The Effect of Credit Ratings on Disclosure Evidence from the Recalibration of Moody's Municipal Rat,disclosure,Journal of Accounting Research,top_acct,True,"2020 - Gillette, Samuels, Zhou - Journal of Accounting Research - The Effect of Credit Ratings on Disclosure Evidence from the Recalibration of Moody's Municipal Rat.pdf",False,,,2020::the effect of credit ratings on disclosure evidence from the recalibration of moody s municipal rat
paper_only,2020,"Goldstein, Huang",Credit Rating Inflation and Firms' Investments,credit_ratings,The Journal of Finance,top_fin,True,"2020 - Goldstein, Huang - The Journal of Finance - Credit Rating Inflation and Firms' Investments.pdf",False,,,2020::credit rating inflation and firms investments
paper_only,2020,"Gu, Kelly, Xiu",Empirical Asset Pricing via Machine Learning,investors_capmkt,Review of Financial Studies,top_fin,True,"2020 - Gu, Kelly, Xiu - The Review of Financial Studies - Empirical Asset Pricing via Machine Learning.pdf",False,,,2020::empirical asset pricing via machine learning
paper_only,2020,"Gutiérrez, Lourie, Nekrasov, Shevlin",Are Online Job Postings Informative to Investors,unknown,Management Science,top_gen,True,"2020 - Gutiérrez, Lourie, Nekrasov, Shevlin - Management Science - Are Online Job Postings Informative to Investors.pdf",False,,,2020::are online job postings informative to investors
paper_only,2020,"Honigsberg, Katz, Mutlu, Sadka",State Contract Law and the Use of Accounting Information in Debt Contracts,debt_capital_structure,Review of Accounting Studies,top_acct,True,"2020 - Honigsberg, Katz, Mutlu, Sadka - Review of Accounting Studies - State Contract Law and the Use of Accounting Information in Debt Contracts.pdf",False,,,2020::state contract law and the use of accounting information in debt contracts
paper_only,2020,"Jia, Redigolo, Shu, Zhao",Can Social Media Distort Price Discovery Evidence from Merger Rumors,mergers_acquisitions,Journal of Accounting and Economics,top_acct,True,"2020 - Jia, Redigolo, Shu, Zhao - Journal of Accounting and Economics - Can Social Media Distort Price Discovery Evidence from Merger Rumors.pdf",False,,,2020::can social media distort price discovery evidence from merger rumors
paper_only,2020,"Kostovetsky, Warner",Measuring Innovation and Product Differentiation Evidence from Mutual Funds,investors_capmkt,The Journal of Finance,top_fin,True,"2020 - Kostovetsky, Warner - The Journal of Finance - Measuring Innovation and Product Differentiation Evidence from Mutual Funds.pdf",False,,,2020::measuring innovation and product differentiation evidence from mutual funds
paper_only,2020,"Kumar, Mullally, Ray, Tang",Prime (information) Brokerage,unknown,Journal of Financial Economics,top_fin,True,"2020 - Kumar, Mullally, Ray, Tang - Journal of Financial Economics - Prime (information) Brokerage.pdf",False,,,2020::prime information brokerage
paper_only,2020,"Larcker, Watts",Where's the Greenium,unknown,Journal of Accounting and Economics,top_acct,True,"2020 - Larcker, Watts - Journal of Accounting and Economics - Where's the Greenium.pdf",False,,,2020::where s the greenium
paper_only,2020,"Levine, Lin, Peng, Xie",Communication within Banking Organizations and Small Business Lending,debt_capital_structure,Review of Financial Studies,top_fin,True,"2020 - Levine, Lin, Peng, Xie - The Review of Financial Studies - Communication within Banking Organizations and Small Business Lending.pdf",False,,,2020::communication within banking organizations and small business lending
paper_only,2020,"Liu, Low, Masulis, Zhang",Monitoring the Monitor Distracted Institutional Investors and Board Governance,governance_comp,Review of Financial Studies,top_fin,True,"2020 - Liu, Low, Masulis, Zhang - The Review of Financial Studies - Monitoring the Monitor Distracted Institutional Investors and Board Governance.pdf",False,,,2020::monitoring the monitor distracted institutional investors and board governance
paper_only,2020,"Manacorda, Tesei",Liberation Technology Mobile Phones and Political Mobilization in Africa,unknown,Econometrica,top_gen,True,"2020 - Manacorda, Tesei - Econometrica - Liberation Technology Mobile Phones and Political Mobilization in Africa.pdf",False,,,2020::liberation technology mobile phones and political mobilization in africa
paper_only,2020,"Ouimet, Tate",Learning from Coworkers Peer Effects on Individual Investment Decisions,unknown,The Journal of Finance,top_fin,True,"2020 - Ouimet, Tate - The Journal of Finance - Learning from Coworkers Peer Effects on Individual Investment Decisions.pdf",False,,,2020::learning from coworkers peer effects on individual investment decisions
paper_only,2020,Saadi,Role of the Community Reinvestment Act in Mortgage Supply and the U.S. Housing Boom,unknown,Review of Financial Studies,top_fin,True,2020 - Saadi - The Review of Financial Studies - Role of the Community Reinvestment Act in Mortgage Supply and the U.S. Housing Boom.pdf,False,,,2020::role of the community reinvestment act in mortgage supply and the u s housing boom
paper_only,2020,"Stein, Yannelis","Financial Inclusion, Human Capital, and Wealth Accumulation Evidence from the Freedman’s Savings Ba",unknown,Review of Financial Studies,top_fin,True,"2020 - Stein, Yannelis - The Review of Financial Studies - Financial Inclusion, Human Capital, and Wealth Accumulation Evidence from the Freedman’s Savings Ba.pdf",False,,,2020::financial inclusion human capital and wealth accumulation evidence from the freedman s savings ba
paper_only,2019,"Agrawal, Tambe",Takeovers and Endogenous Labor Reallocation,mergers_acquisitions,SSRN Electronic Journal,wp,True,"2019 - Agrawal, Tambe - SSRN Electronic Journal - Takeovers and Endogenous Labor Reallocation.pdf",False,,,2019::takeovers and endogenous labor reallocation
paper_only,2019,"Antoni, Maug, Obernberger",Private Equity and Human Capital Risk,unknown,Journal of Financial Economics,top_fin,True,"2019 - Antoni, Maug, Obernberger - Journal of Financial Economics - Private Equity and Human Capital Risk.pdf",False,,,2019::private equity and human capital risk
paper_only,2019,"Appel, Farre-Mensa, Simintzi",Patent Trolls and Startup Employment,innovation_rd,Journal of Financial Economics,top_fin,True,"2019 - Appel, Farre-Mensa, Simintzi - Journal of Financial Economics - Patent Trolls and Startup Employment.pdf",False,,,2019::patent trolls and startup employment
paper_only,2019,"Armstrong, Genc, Verbeek",Going for Gold An Analysis of Morningstar Analyst Ratings,analysts,Management Science,top_gen,True,"2019 - Armstrong, Genc, Verbeek - Management Science - Going for Gold An Analysis of Morningstar Analyst Ratings.pdf",False,,,2019::going for gold an analysis of morningstar analyst ratings
paper_only,2019,"Armstrong, Glaeser, Huang, Taylor",The Economics of Managerial Taxes and Corporate Risk-Taking,tax,The Accounting Review,top_acct,True,"2019 - Armstrong, Glaeser, Huang, Taylor - The Accounting Review - The Economics of Managerial Taxes and Corporate Risk-Taking.pdf",False,,,2019::the economics of managerial taxes and corporate risk taking
paper_only,2019,"Beatty, Gillette, Petacchi, Weber",Do Rating Agencies Benefit from Providing Higher Ratings Evidence from the Consequences of Municipa,credit_ratings,Journal of Accounting Research,top_acct,True,"2019 - Beatty, Gillette, Petacchi, Weber - Journal of Accounting Research - Do Rating Agencies Benefit from Providing Higher Ratings Evidence from the Consequences of Municipa.pdf",False,,,2019::do rating agencies benefit from providing higher ratings evidence from the consequences of municipa
paper_only,2019,"Benmelech, Bergman, Milanez, Mukharlyamov",The Agglomeration of Bankruptcy,unknown,Review of Financial Studies,top_fin,True,"2019 - Benmelech, Bergman, Milanez, Mukharlyamov - The Review of Financial Studies - The Agglomeration of Bankruptcy.pdf",False,,,2019::the agglomeration of bankruptcy
paper_only,2019,"Bharath, Hertzel",External Governance and Debt Structure,governance_comp,Review of Financial Studies,top_fin,True,"2019 - Bharath, Hertzel - The Review of Financial Studies - External Governance and Debt Structure.pdf",False,,,2019::external governance and debt structure
paper_only,2019,"Bozanic, Choudhary, Merkley",Securities Law Expertise and Corporate Disclosure,disclosure,The Accounting Review,top_acct,True,"2019 - Bozanic, Choudhary, Merkley - The Accounting Review - Securities Law Expertise and Corporate Disclosure.pdf",False,,,2019::securities law expertise and corporate disclosure
paper_only,2019,"Brochet, Miller, Naranjo, Yu",Managers' Cultural Background and Disclosure Attributes,disclosure,The Accounting Review,top_acct,True,"2019 - Brochet, Miller, Naranjo, Yu - The Accounting Review - Managers' Cultural Background and Disclosure Attributes.pdf",False,,,2019::managers cultural background and disclosure attributes
paper_only,2019,"Cai, Han, Li, Li",Institutional Herding and Its Price Impact Evidence from the Corporate Bond Market,debt_capital_structure,Journal of Financial Economics,top_fin,True,"2019 - Cai, Han, Li, Li - Journal of Financial Economics - Institutional Herding and Its Price Impact Evidence from the Corporate Bond Market.pdf",False,,,2019::institutional herding and its price impact evidence from the corporate bond market
paper_only,2019,"Caskey, Ozel",Reporting and Non-Reporting Incentives in Leasing,governance_comp,The Accounting Review,top_acct,True,"2019 - Caskey, Ozel - The Accounting Review - Reporting and Non-Reporting Incentives in Leasing.pdf",False,,,2019::reporting and non reporting incentives in leasing
paper_only,2019,"Cestau, Hollifield, Li, Schürhoff",Municipal Bond Markets,debt_capital_structure,Annual Review of Financial Economics,other_fin,True,"2019 - Cestau, Hollifield, Li, Schürhoff - Annual Review of Financial Economics - Municipal Bond Markets.pdf",False,,,2019::municipal bond markets
paper_only,2019,"Chava, Fang, Kumar, Prabhat",Debt Covenants and Corporate Governance,governance_comp,Annual Review of Financial Economics,other_fin,True,"2019 - Chava, Fang, Kumar, Prabhat - Annual Review of Financial Economics - Debt Covenants and Corporate Governance.pdf",False,,,2019::debt covenants and corporate governance
paper_only,2019,"Cheng, Du, Wang, Wang",Do Corporate Site Visits Impact Stock Prices,unknown,Contemporary Accounting Research,top_acct,True,"2019 - Cheng, Du, Wang, Wang - Contemporary Accounting Research - Do Corporate Site Visits Impact Stock Prices.pdf",False,,,2019::do corporate site visits impact stock prices
paper_only,2019,"Chiang, Dai, Fan, Hong, Tu",Robust Measures of Earnings Surprises,unknown,The Journal of Finance,top_fin,True,"2019 - Chiang, Dai, Fan, Hong, Tu - The Journal of Finance - Robust Measures of Earnings Surprises.pdf",False,,,2019::robust measures of earnings surprises
paper_only,2019,"Célerier, Matray","Bank-Branch Supply, Financial Inclusion, and Wealth Accumulation",unknown,Review of Financial Studies,top_fin,True,"2019 - Célerier, Matray - The Review of Financial Studies - Bank-Branch Supply, Financial Inclusion, and Wealth Accumulation.pdf",False,,,2019::bank branch supply financial inclusion and wealth accumulation
paper_only,2019,"deHaan, Lawrence, Litjens",Measurement Error in Dependent Variables in Accounting Illustrations Using Google Ticker Search and,unknown,SSRN Electronic Journal,wp,True,"2019 - deHaan, Lawrence, Litjens - SSRN Electronic Journal - Measurement Error in Dependent Variables in Accounting Illustrations Using Google Ticker Search and.pdf",False,,,2019::measurement error in dependent variables in accounting illustrations using google ticker search and
paper_only,2019,"Dillender, Forsythe",Computerization of White Collar Jobs,unknown,SSRN Electronic Journal,wp,True,"2019 - Dillender, Forsythe - SSRN Electronic Journal - Computerization of White Collar Jobs.pdf",False,,,2019::computerization of white collar jobs
paper_only,2019,"Donohoe, Lisowsky, Mayberry",The Effects of Competition from S Corporations on the Organizational Form Choice of Rival C Corporat,unknown,Contemporary Accounting Research,top_acct,True,"2019 - Donohoe, Lisowsky, Mayberry - Contemporary Accounting Research - The Effects of Competition from S Corporations on the Organizational Form Choice of Rival C Corporat.pdf",False,,,2019::the effects of competition from s corporations on the organizational form choice of rival c corporat
paper_only,2019,"Fuster, Plosser, Schnabl, Vickery",The Role of Technology in Mortgage Lending,debt_capital_structure,Review of Financial Studies,top_fin,True,"2019 - Fuster, Plosser, Schnabl, Vickery - The Review of Financial Studies - The Role of Technology in Mortgage Lending.pdf",False,,,2019::the role of technology in mortgage lending
paper_only,2019,"Giroud, Rauh",State Taxation and the Reallocation of Business Activity Evidence from Establishment-Level Data,tax,Journal of Political Economy,top_gen,True,"2019 - Giroud, Rauh - Journal of Political Economy - State Taxation and the Reallocation of Business Activity Evidence from Establishment-Level Data.pdf",False,,,2019::state taxation and the reallocation of business activity evidence from establishment level data
paper_only,2019,"Green, Huang, Wen, Zhou",Crowdsourced Employer Reviews and Stock Returns,investors_capmkt,Journal of Financial Economics,top_fin,True,"2019 - Green, Huang, Wen, Zhou - Journal of Financial Economics - Crowdsourced Employer Reviews and Stock Returns.pdf",False,,,2019::crowdsourced employer reviews and stock returns
paper_only,2019,"Griffin, Kruger, Maturana",Do Labor Markets Discipline Evidence from Rmbs Bankers,unknown,Journal of Financial Economics,top_fin,True,"2019 - Griffin, Kruger, Maturana - Journal of Financial Economics - Do Labor Markets Discipline Evidence from Rmbs Bankers.pdf",False,,,2019::do labor markets discipline evidence from rmbs bankers
paper_only,2019,Grinis,The STEM requirements of “Non-STEM” jobs Evidence from UK online vacancy postings,unknown,unknown,unknown,True,2019 - Grinis - Economics of Education Review - The STEM requirements of “Non-STEM” jobs Evidence from UK online vacancy postings.pdf,False,,,2019::the stem requirements of non stem jobs evidence from uk online vacancy postings
paper_only,2019,"Hanley, Hoberg",Dynamic Interpretation of Emerging Risks in the Financial Sector,unknown,Review of Financial Studies,top_fin,True,"2019 - Hanley, Hoberg - The Review of Financial Studies - Dynamic Interpretation of Emerging Risks in the Financial Sector.pdf",False,,,2019::dynamic interpretation of emerging risks in the financial sector
paper_only,2019,"Hassan, Hollander, van Lent, Tahoun",Firm-Level Political Risk Measurement and Effects,unknown,Quarterly Journal of Economics,top_gen,True,"2019 - Hassan, Hollander, van Lent, Tahoun - The Quarterly Journal of Economics - Firm-Level Political Risk Measurement and Effects.pdf",False,,,2019::firm level political risk measurement and effects
paper_only,2019,"He, Yin, Zeng, Zhang, Zhao",Facial Structure and Achievement Drive Evidence from Financial Analysts,analysts,Journal of Accounting Research,top_acct,True,"2019 - He, Yin, Zeng, Zhang, Zhao - Journal of Accounting Research - Facial Structure and Achievement Drive Evidence from Financial Analysts.pdf",False,,,2019::facial structure and achievement drive evidence from financial analysts
paper_only,2019,"Hwang, Liberti, Sturgess",Information Sharing and Spillovers Evidence from Financial Analysts,analysts,Management Science,top_gen,True,"2019 - Hwang, Liberti, Sturgess - Management Science - Information Sharing and Spillovers Evidence from Financial Analysts.pdf",False,,,2019::information sharing and spillovers evidence from financial analysts
paper_only,2019,"Jiang, Lee, Martin, Zhou",Manager Sentiment and Stock Returns,investors_capmkt,Journal of Financial Economics,top_fin,True,"2019 - Jiang, Lee, Martin, Zhou - Journal of Financial Economics - Manager Sentiment and Stock Returns.pdf",False,,,2019::manager sentiment and stock returns
paper_only,2019,"Jordà, Knoll, Kuvshinov, Schularick, Taylor","The Rate of Return on Everything, 1870–2015",unknown,Quarterly Journal of Economics,top_gen,True,"2019 - Jordà, Knoll, Kuvshinov, Schularick, Taylor - The Quarterly Journal of Economics - The Rate of Return on Everything, 1870–2015.pdf",False,,,2019::the rate of return on everything 1870
paper_only,2019,"Kline, Petkova, Williams, Zidar",Who Profits from Patents Rent-Sharing at Innovative Firms,innovation_rd,Quarterly Journal of Economics,top_gen,True,"2019 - Kline, Petkova, Williams, Zidar - The Quarterly Journal of Economics - Who Profits from Patents Rent-Sharing at Innovative Firms.pdf",False,,,2019::who profits from patents rent sharing at innovative firms
paper_only,2019,"Kuchler, Zafar",Personal Experiences and Expectations about Aggregate Outcomes,unknown,The Journal of Finance,top_fin,True,"2019 - Kuchler, Zafar - The Journal of Finance - Personal Experiences and Expectations about Aggregate Outcomes.pdf",False,,,2019::personal experiences and expectations about aggregate outcomes
paper_only,2019,Lou,Disclosure of Pending Lawsuits and Bond Terms,disclosure,Management Science,top_gen,True,2019 - Lou - Management Science - Disclosure of Pending Lawsuits and Bond Terms.pdf,False,,,2019::disclosure of pending lawsuits and bond terms
paper_only,2019,Luco,Who Benefits from Information Disclosure The Case of Retail Gasoline,disclosure,unknown,unknown,True,2019 - Luco - American Economic Journal Microeconomics - Who Benefits from Information Disclosure The Case of Retail Gasoline.pdf,False,,,2019::who benefits from information disclosure the case of retail gasoline
paper_only,2019,"Matsusaka, Ozbas, Yi",Opportunistic Proposals by Union Shareholders,governance_comp,Review of Financial Studies,top_fin,True,"2019 - Matsusaka, Ozbas, Yi - The Review of Financial Studies - Opportunistic Proposals by Union Shareholders.pdf",False,,,2019::opportunistic proposals by union shareholders
paper_only,2019,"Mejia, Mankad, Gopal",A for Effort Using the Crowd to Identify Moral Hazard in New York City Restaurant Hygiene Inspectio,unknown,unknown,unknown,True,"2019 - Mejia, Mankad, Gopal - Information Systems Research - A for Effort Using the Crowd to Identify Moral Hazard in New York City Restaurant Hygiene Inspectio.pdf",False,,,2019::a for effort using the crowd to identify moral hazard in new york city restaurant hygiene inspectio
